,Primary Instructor,Course Title,Number,YearTerm,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Course,ACP,CS,HUM,NAT,QR,SBS
133,"Fieseler, Carlie M",Introduction to Sociology,100.0,2018-fa,1.0,35.0,15.0,12.0,10.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,5.0,0.0,SOC 100,,,,,,SS
134,"Frumer, Dan",Introduction to Sociology,100.0,2018-fa,0.0,16.0,15.0,5.0,10.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,SOC 100,,,,,,SS
135,"Peach, Matthew",Introduction to Sociology,100.0,2018-fa,3.0,18.0,10.0,2.0,12.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,SOC 100,,,,,,SS
136,"Steward, Daniel J",Introduction to Sociology,100.0,2018-fa,0.0,57.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,SOC 100,,,,,,SS
137,"Tseng, Po-Chia",Introduction to Sociology,100.0,2018-fa,2.0,25.0,19.0,13.0,15.0,7.0,1.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,SOC 100,,,,,,SS
138,"Zayed, Hany K",Introduction to Sociology,100.0,2018-fa,1.0,23.0,16.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,SOC 100,,,,,,SS
139,"Avrutin, Eugene M",Jewish History Since 1700,269.0,2018-fa,4.0,17.0,8.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,HIST 269,,WCC,HP,,,
140,"Avrutin, Eugene M",Jewish History Since 1700,269.0,2018-fa,4.0,17.0,8.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,REL 269,,WCC,HP,,,
141,"Avrutin, Eugene M",Jewish History Since 1700,269.0,2019-fa,12.0,9.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,HIST 269,,WCC,HP,,,
142,"Avrutin, Eugene M",Jewish History Since 1700,269.0,2019-fa,12.0,9.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,JS 269,,WCC,HP,,,
143,"Avrutin, Eugene M",Jewish History Since 1700,269.0,2019-fa,12.0,9.0,8.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,REL 269,,WCC,HP,,,
144,"Bailey, Ronald W",Intro to African American St,100.0,2018-fa,4.0,17.0,8.0,6.0,11.0,3.0,1.0,3.0,4.0,1.0,0.0,6.0,1.0,0.0,AFRO 100,,US,,,,SS
145,"Bailey, Ronald W",Intro to African American St,100.0,2019-fa,8.0,15.0,13.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,AFRO 100,,US,,,,SS
146,"Bales, Amanda M",Intro to British Literature,115.0,2019-fa,24.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 115,,WCC,LA,,,
147,"Balgopal, Anita A",Asian Families in America,297.0,2018-fa,7.0,29.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS 297,,US,,,,SS
148,"Balgopal, Anita A",Asian Families in America,297.0,2018-fa,7.0,29.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,HDFS 221,,US,,,,SS
149,"Balgopal, Anita A",Asian Families in America,297.0,2018-fa,7.0,29.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCW 297,,US,,,,SS
150,"Balgopal, Anita A",Asian Families in America,297.0,2019-fa,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS 297,,US,,,,SS
151,"Balgopal, Anita A",Asian Families in America,297.0,2019-fa,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HDFS 221,,US,,,,SS
152,"Balgopal, Anita A",Asian Families in America,297.0,2019-fa,0.0,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SOCW 297,,US,,,,SS
153,"Baluyot, Siegfred Alan C",Elementary Theory of Numbers,453.0,2018-fa,9.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,MATH 453,,,,,QR2,
154,"Zaharescu, Alexandru",Elementary Theory of Numbers,453.0,2018-fa,3.0,17.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MATH 453,,,,,QR2,
155,"Baron, Iryce W",The British Novel,247.0,2018-fa,1.0,6.0,8.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 247,,WCC,LA,,,
156,"Baron, Iryce W",The British Novel,247.0,2019-fa,1.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 247,,WCC,LA,,,
157,"Baryshnikov, Yuliy",Calculus II,231.0,2019-fa,15.0,60.0,54.0,127.0,59.0,43.0,38.0,29.0,21.0,0.0,34.0,0.0,7.0,2.0,MATH 231,,,,,QR1,
158,"Petrickova, Sarka",Calculus II,231.0,2019-fa,34.0,47.0,46.0,47.0,57.0,46.0,41.0,31.0,31.0,21.0,15.0,8.0,16.0,7.0,MATH 231,,,,,QR1,
159,"Baser, Caglayan",US Racial & Ethnic Politics,201.0,2019-fa,0.0,49.0,16.0,12.0,15.0,7.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,AAS 201,,US,,,,SS
160,"Baser, Caglayan",US Racial & Ethnic Politics,201.0,2019-fa,0.0,49.0,16.0,12.0,15.0,7.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,AFRO 201,,US,,,,SS
161,"Baser, Caglayan",US Racial & Ethnic Politics,201.0,2019-fa,0.0,49.0,16.0,12.0,15.0,7.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,LLS 201,,US,,,,SS
162,"Baser, Caglayan",US Racial & Ethnic Politics,201.0,2019-fa,0.0,49.0,16.0,12.0,15.0,7.0,2.0,5.0,1.0,1.0,3.0,2.0,0.0,0.0,PS 201,,US,,,,SS
163,"Basu, Anustup",Introduction to Film,104.0,2019-fa,0.0,6.0,6.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 104,,,LA,,,
164,"Basu, Anustup",Introduction to Film,104.0,2019-fa,0.0,6.0,6.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MACS 104,,,LA,,,
165,"Claborn, John P",Introduction to Film,104.0,2019-fa,2.0,34.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ENGL 104,,,LA,,,
166,"Claborn, John P",Introduction to Film,104.0,2019-fa,2.0,34.0,11.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MACS 104,,,LA,,,
167,"Morris, David",Introduction to Film,104.0,2019-fa,0.0,17.0,18.0,9.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 104,,,LA,,,
168,"Morris, David",Introduction to Film,104.0,2019-fa,0.0,17.0,18.0,9.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MACS 104,,,LA,,,
169,"Slobodnik, Sydney J",Introduction to Film,104.0,2019-fa,0.0,1.0,0.0,3.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,ENGL 104,,,LA,,,
170,"Slobodnik, Sydney J",Introduction to Film,104.0,2019-fa,0.0,1.0,0.0,3.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,MACS 104,,,LA,,,
171,"Basu, Manisha",Intro to Mod African Lit,210.0,2018-fa,0.0,10.0,7.0,6.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,AFST 210,,NW,LA,,,
172,"Basu, Manisha",Intro to Mod African Lit,210.0,2018-fa,0.0,10.0,7.0,6.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,CWL 210,,NW,LA,,,
173,"Basu, Manisha",Intro to Mod African Lit,210.0,2018-fa,0.0,10.0,7.0,6.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,ENGL 211,,NW,LA,,,
174,"Bauer, Dale",The Short Story,245.0,2019-fa,0.0,10.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 267,,,LA,,,
175,"Bauer, Dale",The Short Story,245.0,2019-fa,0.0,10.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 245,,,LA,,,
176,"Cole, Lucinda",The Short Story,245.0,2019-fa,3.0,11.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CWL 267,,,LA,,,
177,"Cole, Lucinda",The Short Story,245.0,2019-fa,3.0,11.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENGL 245,,,LA,,,
178,"Beck, Kenneth D",Intro to Contemporary Dance,100.0,2019-fa,63.0,95.0,7.0,10.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,DANC 100,,WCC,LA,,,
179,"Clay, Jaylen D",Intro to Contemporary Dance,100.0,2019-fa,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DANC 100,,WCC,LA,,,
180,"Johnston, Philip T",Intro to Contemporary Dance,100.0,2019-fa,0.0,16.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DANC 100,,WCC,LA,,,
181,"Rizzuto, Rachel E",Intro to Contemporary Dance,100.0,2019-fa,3.0,13.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DANC 100,,WCC,LA,,,
182,"Becker, Susan E",Introduction to Fashion,220.0,2018-fa,55.0,20.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,FAA 220,,,LA,,,
183,"Bell, Sarah I",Intro to Health Communication,260.0,2019-fa,1.0,7.0,14.0,7.0,10.0,8.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,CMN 260,,WCC,,,,BSC
184,"Pulido, Manuel D",Intro to Health Communication,260.0,2019-fa,0.0,6.0,14.0,4.0,8.0,8.0,4.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0,CMN 260,,WCC,,,,BSC
185,"Bennett, Joshua E",Process Design,431.0,2018-fa,2.0,14.0,14.0,13.0,13.0,12.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,CHBE 431,ACP,,,,,
186,"Benson, Erin",World Archaeology,105.0,2018-fa,0.0,20.0,4.0,7.0,3.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,6.0,0.0,ANTH 105,,,HP,,,
187,"Bentz, Johnell L",The Culture of Disability,117.0,2018-fa,0.0,300.0,5.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,SPED 117,,,HP,,,
188,"Carey, Yvonne A",The Culture of Disability,117.0,2018-fa,0.0,319.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SPED 117,,,HP,,,
189,"Berdychevsky Ku, Yelyzave",Research Methods & Analysis,370.0,2018-fa,2.0,3.0,14.0,9.0,13.0,14.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,RST 370,,,,,QR2,
190,"Berdychevsky Ku, Yelyzave",Research Methods & Analysis,370.0,2019-fa,7.0,14.0,11.0,8.0,8.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,0.0,RST 370,,,,,QR2,
191,"Berwick Evans, Daniel",Fundamental Mathematics,347.0,2018-fa,3.0,13.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,0.0,2.0,0.0,4.0,0.0,MATH 347,,,,,QR2,
192,"Borman, Matthew S",Fundamental Mathematics,347.0,2018-fa,1.0,10.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,MATH 347,,,,,QR2,
193,"Culver, Dominic L",Fundamental Mathematics,347.0,2018-fa,2.0,5.0,5.0,1.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,MATH 347,,,,,QR2,
194,"Kutzarova-Ford, Denka N",Fundamental Mathematics,347.0,2018-fa,6.0,8.0,3.0,2.0,14.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,MATH 347,,,,,QR2,
195,"Lerman, Eugene M",Fundamental Mathematics,347.0,2018-fa,2.0,10.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MATH 347,,,,,QR2,
196,"Li, Xiaochun",Fundamental Mathematics,347.0,2018-fa,0.0,9.0,2.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,MATH 347,,,,,QR2,
197,"Lutzer, David J",Fundamental Mathematics,347.0,2018-fa,3.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,MATH 347,,,,,QR2,
198,"Bhatt, Rakesh M",Language in Globalization,111.0,2019-fa,5.0,16.0,10.0,4.0,3.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,LING 111,,NW,,,,
199,"Birkenholtz, Trevor",Social & Environmental Issues,210.0,2018-fa,0.0,9.0,6.0,17.0,13.0,10.0,7.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,ESE 210,,,,,,SS
200,"Birkenholtz, Trevor",Social & Environmental Issues,210.0,2018-fa,0.0,9.0,6.0,17.0,13.0,10.0,7.0,8.0,1.0,0.0,1.0,0.0,3.0,0.0,GEOG 210,,,,,,SS
201,"Bobitt, Julie L",Aging and Health Policy,240.0,2018-fa,11.0,15.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,IHLT 240,,,,,,BSC
202,"Bobitt, Julie L",Aging and Health Policy,240.0,2019-fa,11.0,15.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,IHLT 240,,,,,,BSC
203,"Bohn, Dawn M",Intro Food Science & Nutrition,101.0,2018-fa,32.0,116.0,0.0,24.0,25.0,14.0,13.0,16.0,7.0,3.0,6.0,1.0,10.0,2.0,FSHN 101,,,,PS,,
204,"Schmidt, Shelly J",Intro Food Science & Nutrition,101.0,2018-fa,3.0,27.0,7.0,6.0,4.0,5.0,4.0,6.0,0.0,1.0,1.0,1.0,2.0,0.0,FSHN 101,,,,PS,,
205,"Bohn, Dawn M",Intro Food Science & Nutrition,101.0,2019-fa,23.0,122.0,0.0,33.0,26.0,21.0,13.0,10.0,10.0,7.0,0.0,4.0,11.0,2.0,FSHN 101,,,,PS,,
206,"Schmidt, Shelly J",Intro Food Science & Nutrition,101.0,2019-fa,7.0,25.0,9.0,10.0,12.0,8.0,11.0,5.0,3.0,2.0,0.0,2.0,2.0,0.0,FSHN 101,,,,PS,,
207,"Bojanowski, Jochen",Intro to Political Philosophy,107.0,2019-fa,6.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHIL 107,,,,,,SS
208,"Bonatti, Valeria",Intro to Global Studies,100.0,2018-fa,4.0,10.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,GLBL 100,,WCC,,,,SS
209,"Fogelman, Charles J",Intro to Global Studies,100.0,2018-fa,5.0,19.0,17.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,GLBL 100,,WCC,,,,SS
210,"Pack, Tyler J",Intro to Global Studies,100.0,2018-fa,5.0,21.0,17.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,GLBL 100,,WCC,,,,SS
211,"Wedig, Timothy E",Intro to Global Studies,100.0,2018-fa,9.0,7.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,GLBL 100,,WCC,,,,SS
212,"Boonsripaisal, Simon",Intro Asian American Studies,100.0,2019-fa,46.0,12.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS 100,,US,,,,SS
213,"Kang, Yoonjung",Intro Asian American Studies,100.0,2019-fa,9.0,23.0,4.0,5.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,AAS 100,,US,,,,SS
214,"Park, Doo Jae",Intro Asian American Studies,100.0,2019-fa,4.0,46.0,0.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,AAS 100,,US,,,,SS
215,"Uhall, Michael B",Intro Asian American Studies,100.0,2019-fa,35.0,14.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAS 100,,US,,,,SS
216,"Boppart, Marni",Bioscience of Human Movement,150.0,2018-fa,0.0,50.0,0.0,0.0,31.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,3.0,1.0,KIN 150,,,,LS,,
217,"Boppart, Marni",Bioscience of Human Movement,150.0,2019-fa,0.0,50.0,0.0,0.0,42.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,2.0,0.0,KIN 150,,,,LS,,
218,"Bosak-Schroeder, Clara R",Introduction to Greek Culture,114.0,2019-fa,0.0,35.0,23.0,14.0,15.0,10.0,4.0,6.0,4.0,0.0,3.0,0.0,1.0,0.0,CLCV 114,,WCC,LA,,,
219,"Bowen, Merle L",Pan Africanism,243.0,2019-fa,0.0,4.0,7.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AFRO 243,,NW,,,,SS
220,"Bowen, Merle L",Pan Africanism,243.0,2019-fa,0.0,4.0,7.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AFST 243,,NW,,,,SS
221,"Bowen, Merle L",Pan Africanism,243.0,2019-fa,0.0,4.0,7.0,2.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PS 243,,NW,,,,SS
222,"Brennan, Bernard J",Intro to Political Science,100.0,2018-fa,7.0,17.0,21.0,4.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,0.0,PS 100,,,,,,SS
223,"Iannantuoni, Alice",Intro to Political Science,100.0,2018-fa,7.0,10.0,11.0,13.0,7.0,9.0,0.0,5.0,4.0,0.0,1.0,2.0,1.0,0.0,PS 100,,,,,,SS
224,"Kourtikakis, Konstantinos",Intro to Political Science,100.0,2018-fa,29.0,63.0,25.0,25.0,26.0,14.0,3.0,8.0,2.0,3.0,2.0,1.0,5.0,0.0,PS 100,,,,,,SS
225,"Pettit, William M",Intro to Political Science,100.0,2018-fa,0.0,7.0,12.0,10.0,13.0,2.0,7.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,PS 100,,,,,,SS
226,"Brennan, James R",History of Eastern Africa,212.0,2018-fa,2.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,HIST 212,,NW,HP,,,
227,"Briggs, Molly C",Design Beyond Boundaries,102.0,2019-fa,0.0,22.0,3.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,FAA 102,,,LA,,,
228,"Briggs, Molly C",Design Thinking,310.0,2018-fa,1.0,30.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ART 310,,,LA,,,
229,"Briggs, Molly C",Design Thinking,310.0,2019-fa,0.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ART 310,,,LA,,,
230,"Bronski, Jared C",Calculus II,231.0,2018-fa,32.0,84.0,62.0,82.0,75.0,65.0,42.0,28.0,10.0,17.0,10.0,2.0,11.0,1.0,MATH 231,,,,,QR1,
231,"Petrickova, Sarka",Calculus II,231.0,2018-fa,55.0,75.0,34.0,42.0,35.0,48.0,35.0,32.0,30.0,28.0,15.0,13.0,27.0,11.0,MATH 231,,,,,QR1,
232,"Bronski, Jared C",Intro Differential Equations,285.0,2019-fa,40.0,55.0,79.0,66.0,58.0,41.0,48.0,32.0,15.0,10.0,11.0,3.0,12.0,1.0,MATH 285,,,,,QR2,
233,"Nikolaev, Igor G",Intro Differential Equations,285.0,2019-fa,36.0,6.0,13.0,11.0,10.0,7.0,7.0,2.0,3.0,3.0,2.0,2.0,7.0,0.0,MATH 285,,,,,QR2,
234,"Brooks, Jan D",Intro to Human Development,105.0,2019-fa,0.0,194.0,0.0,0.0,51.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,3.0,1.0,HDFS 105,,,,,,BSC
235,"Theisen, Jaclyn C",Intro to Human Development,105.0,2019-fa,54.0,30.0,11.0,5.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,HDFS 105,,,,,,BSC
236,"Thomann Mitchel, Elissa",Intro to Human Development,105.0,2019-fa,18.0,6.0,4.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,HDFS 105,,,,,,BSC
237,"Brown, Ruth N","Race, Gender & Power",201.0,2018-fa,2.0,21.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,GWS 201,,WCC,,,,
238,"Brown, Ruth N","Race, Gender & Power",201.0,2018-fa,2.0,21.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,SOC 201,,WCC,,,,
239,"Bryan, Benjamin A",Introduction to Philosophy,101.0,2018-fa,0.0,10.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,PHIL 101,,,HP,,,
240,"Li, Mingyuan",Introduction to Philosophy,101.0,2018-fa,4.0,9.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,PHIL 101,,,HP,,,
241,"Buckley, Bryan D",Environmental Economics,415.0,2018-fa,3.0,4.0,8.0,9.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,ACE 210,,,,,,SS
242,"Buckley, Bryan D",Environmental Economics,415.0,2018-fa,3.0,4.0,8.0,9.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,ECON 210,,,,,,SS
243,"Buckley, Bryan D",Environmental Economics,415.0,2018-fa,3.0,4.0,8.0,9.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,ENVS 210,,,,,,SS
244,"Buckley, Bryan D",Environmental Economics,415.0,2018-fa,3.0,4.0,8.0,9.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,NRES 210,,,,,,SS
245,"Buckley, Bryan D",Environmental Economics,415.0,2018-fa,3.0,4.0,8.0,9.0,5.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,UP 210,,,,,,SS
246,"Christensen, Peter",Environmental Economics,210.0,2018-fa,28.0,27.0,21.0,15.0,27.0,10.0,2.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,ACE 210,,,,,,SS
247,"Christensen, Peter",Environmental Economics,210.0,2018-fa,28.0,27.0,21.0,15.0,27.0,10.0,2.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,ECON 210,,,,,,SS
248,"Christensen, Peter",Environmental Economics,210.0,2018-fa,28.0,27.0,21.0,15.0,27.0,10.0,2.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,ENVS 210,,,,,,SS
249,"Christensen, Peter",Environmental Economics,210.0,2018-fa,28.0,27.0,21.0,15.0,27.0,10.0,2.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,NRES 210,,,,,,SS
250,"Christensen, Peter",Environmental Economics,210.0,2018-fa,28.0,27.0,21.0,15.0,27.0,10.0,2.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,UP 210,,,,,,SS
251,"Buckley, Bryan D",Environmental Economics,415.0,2019-fa,6.0,6.0,5.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ACE 210,,,,,,SS
252,"Buckley, Bryan D",Environmental Economics,415.0,2019-fa,6.0,6.0,5.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ECON 210,,,,,,SS
253,"Buckley, Bryan D",Environmental Economics,415.0,2019-fa,6.0,6.0,5.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ENVS 210,,,,,,SS
254,"Buckley, Bryan D",Environmental Economics,415.0,2019-fa,6.0,6.0,5.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,NRES 210,,,,,,SS
255,"Buckley, Bryan D",Environmental Economics,415.0,2019-fa,6.0,6.0,5.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,UP 210,,,,,,SS
256,"Christensen, Peter",Environmental Economics,210.0,2019-fa,24.0,34.0,28.0,13.0,29.0,7.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,ACE 210,,,,,,SS
257,"Christensen, Peter",Environmental Economics,210.0,2019-fa,24.0,34.0,28.0,13.0,29.0,7.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,ECON 210,,,,,,SS
258,"Christensen, Peter",Environmental Economics,210.0,2019-fa,24.0,34.0,28.0,13.0,29.0,7.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,ENVS 210,,,,,,SS
259,"Christensen, Peter",Environmental Economics,210.0,2019-fa,24.0,34.0,28.0,13.0,29.0,7.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,NRES 210,,,,,,SS
260,"Christensen, Peter",Environmental Economics,210.0,2019-fa,24.0,34.0,28.0,13.0,29.0,7.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,UP 210,,,,,,SS
261,"Buckley, Cynthia",Global Demography,270.0,2019-fa,2.0,9.0,2.0,7.0,4.0,2.0,3.0,7.0,2.0,2.0,2.0,4.0,1.0,2.0,RSOC 270,,,,,,SS
262,"Buckley, Cynthia",Global Demography,270.0,2019-fa,2.0,9.0,2.0,7.0,4.0,2.0,3.0,7.0,2.0,2.0,2.0,4.0,1.0,2.0,SOC 270,,,,,,SS
263,"Burgos, Adrian",Caribbean Latina/o Migration,280.0,2019-fa,1.0,17.0,18.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIST 280,,US,HP,,,
264,"Burgos, Adrian",Caribbean Latina/o Migration,280.0,2019-fa,1.0,17.0,18.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LLS 280,,US,HP,,,
265,"Burgos, Adrian",Constructing Race in America,281.0,2018-fa,0.0,22.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,AAS 281,,US,HP,,,
